,loc_x,loc_y,shot_made_flag,Region
21163,30.7,3.1,1.0,P
21165,32.2,5.3,0.0,RB
21166,39.3,15.0,1.0,RE
21167,36.3,2.0,0.0,RB
21169,25.0,19.6,0.0,TK
21170,32.2,13.5,0.0,RB
21171,39.3,8.1,0.0,RB
21172,24.5,26.6,1.0,TK
21173,25.8,19.6,0.0,TK
21175,29.9,9.2,1.0,P
21176,39.4,2.2,0.0,RB
21177,21.9,41.1,0.0,T
21178,32.2,13.3,0.0,RB
21179,9.4,8.4,0.0,LB
21181,25.1,19.7,0.0,TK
21183,40.8,9.2,0.0,RB
21185,41.6,0.3,1.0,RB
21188,11.7,21.5,1.0,LE
21190,45.9,15.0,1.0,RE
21191,45.2,14.0,0.0,RB
21192,39.4,11.5,0.0,RB
21194,27.3,0.3,0.0,P
21195,27.3,0.8,0.0,P
21196,9.4,12.5,1.0,LB
21197,8.7,1.5,0.0,LB
21198,44.7,31.7,0.0,RW
21201,29.3,21.7,0.0,TK
21202,16.8,1.2,0.0,LB
21203,39.6,1.5,0.0,RB
21205,34.2,3.0,1.0,RB
21206,24.7,3.5,0.0,P
21207,28.4,4.5,1.0,P
21208,21.6,3.1,0.0,P
21209,22.7,3.3,1.0,P
21210,27.9,1.5,0.0,P
21211,10.4,0.7,0.0,LB
21213,48.2,0.8,1.0,RC
21218,25.3,2.5,1.0,P
21219,35.2,22.7,0.0,RE
21220,2.3000000000000007,4.3,0.0,LC
21221,21.9,2.8,1.0,P
21222,38.1,22.4,0.0,RE
21224,32.2,2.6,1.0,RB
21226,18.9,25.3,0.0,TK
21227,13.5,9.5,0.0,LB
21229,35.3,19.6,0.0,RE
21230,35.5,3.5,0.0,RB
21234,43.1,1.2,0.0,RB
21236,17.5,1.7,0.0,LB
21238,31.1,3.1,0.0,RB
21239,25.3,20.4,0.0,TK
21240,9.2,20.9,0.0,LW
21241,19.1,18.7,0.0,P
21242,43.1,13.5,1.0,RB
21243,32.4,1.0,1.0,RB
21244,10.5,16.9,0.0,LE
21245,48.5,1.0,0.0,RC
21247,37.6,18.6,0.0,RE
21248,38.3,2.0,0.0,RB
21249,28.3,4.9,0.0,P
21251,44.2,6.9,1.0,RB
21252,44.5,12.5,0.0,RB
21254,41.6,3.5,1.0,RB
21255,8.2,6.9,0.0,LB
21256,32.2,6.3,0.0,RB
21258,10.9,20.2,1.0,LE
21259,43.7,1.2,0.0,RB
21261,35.0,25.3,0.0,RW
21262,20.7,24.7,0.0,TK
21263,40.6,15.8,0.0,RE
21264,19.3,19.7,0.0,TK
21269,28.8,6.3,0.0,P
21270,22.7,26.8,0.0,TK
21274,38.3,15.8,1.0,RE
21275,33.5,15.1,1.0,RE
21278,41.4,1.8,1.0,RB
21279,12.2,17.6,0.0,LE
21281,11.4,11.0,1.0,LB
21283,33.0,1.0,1.0,RB
21284,4.5,15.3,0.0,LE
21286,10.9,3.1,0.0,LB
21288,14.0,17.6,0.0,LE
21290,42.1,3.5,1.0,RB
21291,48.5,11.4,0.0,RC
21293,7.300000000000001,10.9,0.0,LB
21295,29.6,7.2,0.0,P
21296,7.899999999999999,0.7,0.0,LB
21297,19.1,6.8,1.0,P
21298,9.4,13.0,1.0,LB
21302,11.9,11.2,1.0,LB
21303,5.800000000000001,19.1,0.0,LW
21304,8.7,11.2,1.0,LB
21307,43.1,1.0,0.0,RB
21308,36.5,2.0,0.0,RB
21309,9.6,11.7,0.0,LB
21310,23.4,25.2,1.0,TK
21311,38.6,13.3,0.0,RB
21313,6.800000000000001,7.4,1.0,LB
21316,14.8,8.2,1.0,LB
21317,14.0,23.2,1.0,LE
21320,34.8,25.0,1.0,RE
21321,9.1,3.8,1.0,LB
21323,8.600000000000001,2.0,1.0,LB
21324,5.600000000000001,0.2,1.0,LB
21325,40.8,6.9,0.0,RB
21328,4.800000000000001,2.8,0.0,LB
21329,14.0,18.4,0.0,LE
21333,23.4,14.6,0.0,P
21334,40.6,5.1,0.0,RB
21335,40.6,1.2,0.0,RB
21336,38.1,4.9,0.0,RB
21339,35.3,2.0,0.0,RB
21340,39.1,10.0,0.0,RB
21341,15.3,3.1,1.0,LB
21345,42.2,4.1,0.0,RB
21346,18.1,19.1,1.0,LE
21347,32.4,19.7,1.0,RE
21349,47.2,10.7,1.0,RC
21351,42.2,19.7,0.0,RW
21352,16.8,1.0,1.0,LB
21354,41.6,1.0,0.0,RB
21357,5.899999999999999,12.5,1.0,LB
21358,7.399999999999999,18.1,0.0,LE
21359,10.4,16.0,0.0,LE
21362,35.8,13.8,1.0,RB
21363,17.9,4.6,1.0,LB
21364,42.1,18.3,0.0,RE
21365,38.3,6.4,0.0,RB
21366,36.2,17.4,1.0,RE
21367,33.7,6.3,0.0,RB
21368,39.9,1.2,1.0,RB
21369,26.0,27.8,0.0,T
21371,15.3,13.7,0.0,LB
21373,24.2,5.8,1.0,P
21374,32.9,19.6,1.0,RE
21376,36.2,15.5,0.0,RE
21377,37.5,8.6,0.0,RB
21379,9.9,15.8,1.0,LE
21382,21.2,14.1,0.0,P
21383,12.8,14.0,0.0,LB
21384,14.7,13.8,0.0,LB
21386,38.3,12.2,1.0,RB
21387,36.2,16.4,0.0,RE
21389,39.6,12.0,0.0,RB
21390,40.8,20.4,1.0,RE
21391,35.7,4.6,1.0,RB
21392,14.0,12.0,0.0,LB
21393,26.0,6.8,0.0,P
21395,17.3,14.3,0.0,LE
21400,37.8,4.6,1.0,RB
21401,15.5,23.0,1.0,LE
21402,15.3,16.4,1.0,LE
21403,17.6,8.1,1.0,LB
21405,28.9,25.5,0.0,TK
21406,16.3,17.4,0.0,LE
21408,12.2,15.8,1.0,LE
21411,30.1,3.0,1.0,P
21412,31.9,14.0,0.0,RB
21414,10.4,15.0,1.0,LE
21415,6.300000000000001,11.5,0.0,LB
21416,9.1,6.1,0.0,LB
21418,8.7,9.7,0.0,LB
21421,21.2,3.5,0.0,P
21422,33.4,17.1,1.0,RE
21424,21.1,7.1,1.0,P
21425,25.0,7.9,1.0,P
21427,9.4,3.3,0.0,LB
21428,41.4,23.3,0.0,RW
21431,28.6,17.3,1.0,P
21432,32.7,19.7,0.0,RE
21433,25.0,6.3,0.0,P
21434,14.8,23.8,0.0,LE
21436,8.600000000000001,14.8,1.0,LE
21437,32.9,19.2,0.0,RE
21438,31.6,1.0,1.0,RB
21439,30.4,17.6,1.0,P
21440,35.5,24.0,1.0,RE
21441,46.0,16.0,0.0,RW
21442,6.399999999999999,16.4,0.0,LE
21443,5.800000000000001,17.2,1.0,LE
21444,31.7,24.8,0.0,TK
21445,34.4,16.3,0.0,RE
21446,34.2,3.3,1.0,RB
21447,42.2,1.8,0.0,RB
21448,27.8,15.0,0.0,P
21451,10.9,9.9,0.0,LB
21452,23.5,25.8,0.0,TK
21453,38.8,1.3,0.0,RB
21454,30.2,15.6,0.0,P
21456,43.9,3.8,0.0,RB
21458,46.2,14.5,1.0,RE
21459,25.5,24.5,1.0,TK
21460,42.6,21.9,0.0,RW
21461,46.8,13.8,0.0,RB
21462,16.5,23.3,0.0,LE
21464,37.6,3.6,1.0,RB
21465,10.9,10.0,1.0,LB
21468,14.3,14.1,0.0,LE
21470,41.1,1.2,0.0,RB
21471,25.5,27.0,0.0,TK
21475,14.5,8.1,1.0,LB
21476,19.8,19.1,0.0,TK
21478,16.6,11.7,1.0,LB
21479,16.3,18.6,0.0,LE
21482,20.2,10.5,0.0,P
21484,37.5,11.0,1.0,RB
21486,25.1,7.4,0.0,P
21491,24.7,20.6,1.0,TK
21492,25.1,25.3,0.0,TK
21494,24.4,11.7,0.0,P
21495,9.9,6.6,1.0,LB
21496,9.2,19.1,0.0,LE
21497,39.0,4.8,1.0,RB
21498,15.3,22.7,1.0,LE
21499,17.6,16.9,0.0,LE
21500,5.0,6.8,0.0,LB
21501,40.6,8.4,1.0,RB
21504,18.6,24.5,0.0,TK
21505,25.0,7.6,0.0,P
21506,2.0,6.4,0.0,LC
21508,40.8,1.0,1.0,RB
21511,11.0,21.5,0.0,LE
21512,32.5,8.4,1.0,RB
21513,40.3,11.2,0.0,RB
21514,47.7,10.9,0.0,RC
21519,8.100000000000001,10.7,0.0,LB
21522,38.1,1.3,0.0,RB
21523,21.6,9.5,1.0,P
21525,35.5,10.5,1.0,RB
21526,14.0,12.7,0.0,LB
21527,24.0,20.2,0.0,TK
21529,37.5,0.3,0.0,RB
21530,34.0,24.3,0.0,RE
21532,29.4,14.5,0.0,P
21534,31.7,25.8,0.0,TK
21536,18.4,25.7,0.0,TK
21538,37.1,0.7,1.0,RB
21539,36.3,5.1,0.0,RB
21540,24.7,7.4,0.0,P
21541,23.5,11.4,0.0,P
21543,14.5,15.1,0.0,LE
21544,35.2,10.5,0.0,RB
21545,5.899999999999999,16.0,1.0,LE
21547,15.0,14.0,0.0,LB
21550,38.6,4.3,1.0,RB
21552,36.8,11.8,1.0,RB
21554,39.4,10.7,0.0,RB
21555,35.7,12.0,0.0,RB
21557,39.6,11.4,1.0,RB
21559,17.6,23.5,0.0,TK
21563,44.0,11.7,1.0,RB
21565,11.4,13.0,0.0,LB
21569,10.9,3.5,0.0,LB
21570,20.2,16.6,0.0,P
21571,31.7,9.7,0.0,RB
21572,48.2,8.2,0.0,RC
21573,40.9,19.4,1.0,RE
21574,33.0,23.0,0.0,RE
21576,8.7,2.6,1.0,LB
21577,11.5,20.4,1.0,LE
21581,11.2,20.4,1.0,LE
21583,13.3,15.8,0.0,LE
21584,18.3,15.1,1.0,LE
21585,43.6,1.8,0.0,RB
21587,32.5,10.0,0.0,RB
21588,42.6,6.8,0.0,RB
21591,36.3,14.0,0.0,RB
21592,30.6,5.1,0.0,P
21594,25.8,22.9,0.0,TK
21596,39.6,20.1,1.0,RE
21597,37.1,0.5,1.0,RB
21598,23.7,25.5,0.0,TK
21599,22.4,25.7,0.0,TK
21601,7.800000000000001,10.2,1.0,LB
21602,37.6,17.6,0.0,RE
21603,8.399999999999999,13.8,1.0,LB
21605,4.800000000000001,3.6,0.0,LB
21606,36.8,5.9,1.0,RB
21607,13.2,12.3,1.0,LB
21608,22.4,17.3,1.0,P
21610,9.1,4.6,1.0,LB
21612,41.4,14.3,0.0,RE
21613,15.1,0.8,1.0,LB
21616,7.800000000000001,17.4,1.0,LE
21617,6.899999999999999,16.6,0.0,LE
21621,41.7,8.2,0.0,RB
21622,16.8,7.9,1.0,LB
21623,19.4,17.4,0.0,P
21624,9.6,13.0,1.0,LB
21625,34.5,0.7,1.0,RB
21628,7.899999999999999,18.7,0.0,LE
21631,13.0,22.4,1.0,LE
21632,39.3,6.9,0.0,RB
21636,36.0,22.2,0.0,RE
21639,33.4,2.8,0.0,RB
21640,29.3,4.5,1.0,P
21643,23.2,25.0,0.0,TK
21646,37.6,1.3,0.0,RB
21648,38.1,15.6,1.0,RE
21649,7.300000000000001,12.0,0.0,LB
21653,35.8,3.1,1.0,RB
21654,5.0,3.0,0.0,LB
21655,40.1,22.5,0.0,RW
21658,12.0,23.3,1.0,LW
21659,12.5,4.3,1.0,LB
21660,39.4,3.8,0.0,RB
21662,37.5,8.6,0.0,RB
21663,15.8,13.7,0.0,LB
21664,12.5,16.0,1.0,LE
21666,23.4,20.7,0.0,TK
21667,24.2,13.8,1.0,P
21669,32.5,16.9,0.0,RE
21670,11.5,10.4,0.0,LB
21671,2.3000000000000007,1.0,1.0,LC
21672,47.7,12.7,1.0,RC
21673,32.7,12.8,1.0,RB
21674,28.3,24.7,0.0,TK
21675,35.8,15.8,0.0,RE
21676,26.8,8.4,1.0,P
21677,30.9,1.8,0.0,P
21678,23.9,5.4,1.0,P
21679,36.3,22.4,1.0,RE
21680,37.5,15.1,0.0,RE
21682,16.5,17.1,1.0,LE
21683,7.100000000000001,10.4,0.0,LB
21685,37.3,13.3,0.0,RB
21686,14.8,4.1,1.0,LB
21687,39.1,14.0,1.0,RB
21689,35.2,19.1,1.0,RE
21690,22.4,6.6,1.0,P
21694,34.8,15.1,1.0,RE
21697,37.6,5.1,1.0,RB
21699,41.4,3.1,1.0,RB
21701,5.899999999999999,16.0,0.0,LE
21703,24.0,10.2,0.0,P
21705,24.5,5.8,1.0,P
21711,22.7,8.1,0.0,P
21713,31.2,17.9,1.0,RE
21715,43.7,7.6,1.0,RB
21717,41.1,10.5,1.0,RB
21719,40.3,0.8,1.0,RB
21720,43.2,13.0,0.0,RB
21721,13.3,17.6,0.0,LE
21722,29.7,5.3,0.0,P
21723,25.5,17.3,1.0,P
21724,41.7,1.5,0.0,RB
21727,41.4,22.2,1.0,RW
21729,42.1,17.4,1.0,RE
21730,9.7,7.4,1.0,LB
21731,41.9,2.8,1.0,RB
21732,25.1,25.3,0.0,TK
21734,37.5,18.7,1.0,RE
21735,42.9,4.0,0.0,RB
21736,23.2,20.7,0.0,TK
21737,42.2,4.8,0.0,RB
21738,43.6,0.7,1.0,RB
21739,43.9,17.6,0.0,RE
21742,48.2,0.3,0.0,RC
21743,5.800000000000001,11.7,0.0,LB
21744,26.3,3.3,1.0,P
21745,33.4,14.5,0.0,RE
21746,34.2,24.0,0.0,RE
21749,32.1,3.1,1.0,RB
21751,13.3,4.5,0.0,LB
21752,36.7,13.3,1.0,RB
21754,28.6,19.4,1.0,TK
21755,38.0,15.3,0.0,RE
21757,27.6,25.2,0.0,TK
21758,13.2,0.3,1.0,LB
21760,13.8,10.4,1.0,LB
21761,35.5,17.8,0.0,RE
21763,33.5,24.5,1.0,RE
21764,42.4,13.8,0.0,RB
21765,15.0,19.4,1.0,LE
21768,9.2,13.8,0.0,LB
21770,42.9,9.1,0.0,RB
21771,23.2,4.6,1.0,P
21774,5.899999999999999,8.2,0.0,LB
21781,16.1,15.5,1.0,LE
21782,30.1,24.3,1.0,TK
21783,15.8,2.3,1.0,LB
21785,9.2,20.9,1.0,LW
21786,40.6,2.8,1.0,RB
21787,41.7,9.7,0.0,RB
21788,6.100000000000001,3.5,0.0,LB
21789,9.2,12.3,1.0,LB
21791,37.6,13.2,1.0,RB
21792,26.1,2.2,0.0,P
21793,26.3,15.8,1.0,P
21794,12.4,22.0,0.0,LE
21795,25.8,0.3,1.0,P
21796,7.100000000000001,2.3,1.0,LB
21797,13.2,17.4,0.0,LE
21801,15.6,22.9,0.0,LE
21803,7.800000000000001,18.4,1.0,LE
21804,39.0,4.1,0.0,RB
21809,28.3,1.8,0.0,P
21810,40.8,10.9,0.0,RB
21814,26.8,1.5,1.0,P
21815,19.6,12.3,0.0,P
21817,1.6999999999999993,5.4,0.0,LC
21818,37.3,16.4,1.0,RE
21820,41.6,17.9,0.0,RE
21821,5.600000000000001,4.5,0.0,LB
21822,33.2,17.3,0.0,RE
21826,28.8,9.7,0.0,P
21827,22.4,8.1,1.0,P
21828,12.2,15.8,0.0,LE
21829,36.0,12.2,0.0,RB
21830,22.1,8.4,1.0,P
21831,11.9,17.1,0.0,LE
21833,33.2,17.1,1.0,RE
21834,14.8,14.3,0.0,LE
21835,20.4,7.7,1.0,P
21836,37.3,13.5,1.0,RB
21837,15.0,15.5,1.0,LE
21838,41.6,34.0,1.0,RW
21839,12.8,14.0,0.0,LB
21841,36.8,14.1,1.0,RE
21842,8.7,18.4,1.0,LE
21844,6.899999999999999,19.1,0.0,LW
21845,23.7,16.3,1.0,P
21846,28.6,9.9,0.0,P
21849,33.5,3.8,0.0,RB
21850,5.300000000000001,14.1,1.0,LE
21856,18.1,46.7,0.0,T
21858,20.4,1.5,0.0,P
21859,36.7,17.4,1.0,RE
21860,8.100000000000001,7.7,1.0,LB
21861,22.9,7.1,1.0,P
21862,10.5,12.0,0.0,LB
21863,31.6,1.7,1.0,RB
21864,39.3,11.2,1.0,RB
21865,33.0,0.8,1.0,RB
21866,21.7,3.6,0.0,P
21867,6.100000000000001,17.3,1.0,LE
21868,23.9,20.6,0.0,TK
21869,39.6,15.8,1.0,RE
21870,28.4,5.6,0.0,P
21871,44.9,16.9,0.0,RW
21875,40.1,7.1,0.0,RB
21876,31.1,4.6,1.0,RB
21878,25.0,11.5,1.0,P
21880,36.8,6.3,0.0,RB
21882,38.3,10.0,0.0,RB
21883,17.3,19.1,0.0,LE
21885,9.1,2.3,1.0,LB
21887,40.3,4.5,0.0,RB
21890,11.4,6.9,1.0,LB
21894,10.2,6.1,0.0,LB
21895,9.7,3.5,0.0,LB
21898,31.6,9.5,0.0,RB
21899,12.5,4.1,1.0,LB
21900,31.7,16.6,1.0,RE
21901,47.3,0.8,0.0,RC
21902,9.7,13.8,1.0,LB
21906,9.4,1.0,0.0,LB
21908,41.6,14.5,0.0,RE
21909,33.9,6.3,0.0,RB
21911,38.1,21.7,1.0,RE
21914,29.6,5.6,0.0,P
21916,19.3,19.2,0.0,TK
21920,14.7,15.3,1.0,LE
21922,28.8,18.3,0.0,P
21923,17.9,24.0,1.0,TK
21924,37.5,13.7,1.0,RB
21926,7.800000000000001,18.6,0.0,LE
21927,30.9,1.3,1.0,P
21928,25.3,24.3,1.0,TK
21931,34.7,5.9,0.0,RB
21932,30.9,3.8,0.0,P
21934,37.0,22.7,1.0,RE
21935,35.8,23.8,0.0,RE
21937,42.2,3.1,0.0,RB
21941,13.7,13.5,0.0,LB
21942,34.2,22.9,1.0,RE
21944,11.4,13.8,1.0,LB
21946,12.5,19.6,0.0,LE
21947,8.7,10.0,1.0,LB
21948,36.5,5.9,1.0,RB
21949,10.9,4.3,0.0,LB
21950,17.1,18.3,0.0,LE
21951,1.6999999999999993,3.0,0.0,LC
21952,28.8,7.7,0.0,P
21954,7.399999999999999,17.9,1.0,LE
21955,11.0,20.6,1.0,LE
21956,30.6,25.0,0.0,TK
21957,7.800000000000001,20.4,0.0,LW
21959,30.7,4.8,0.0,P
21962,23.9,9.4,0.0,P
21965,26.0,24.7,0.0,TK
21966,18.4,8.1,1.0,LB
21969,41.4,10.7,1.0,RB
21970,20.1,17.1,0.0,P
21971,16.0,10.5,1.0,LB
21973,33.9,18.7,0.0,RE
21974,13.0,23.2,0.0,LE
21975,43.4,0.3,1.0,RB
21976,39.4,2.6,1.0,RB
21977,25.6,8.2,0.0,P
21978,23.6,8.4,0.0,P
21979,37.1,18.6,0.0,RE
21981,24.4,17.3,1.0,P
21982,10.2,3.5,0.0,LB
21984,21.4,23.7,1.0,TK
21985,47.5,0.3,0.0,RC
21987,48.6,6.1,1.0,RC
21989,12.8,6.3,0.0,LB
21992,25.3,22.2,1.0,TK
21995,39.8,4.3,0.0,RB
21998,39.4,8.1,0.0,RB
21999,6.100000000000001,9.9,0.0,LB
22000,33.0,6.9,0.0,RB
22001,17.8,7.7,0.0,LB
22003,20.6,19.7,1.0,TK
22004,12.2,14.6,1.0,LE
22010,26.0,8.1,1.0,P
22011,7.800000000000001,0.5,0.0,LB
22014,7.899999999999999,18.9,0.0,LE
22015,37.0,21.4,0.0,RE
22021,38.8,2.0,1.0,RB
22022,42.4,3.1,0.0,RB
22024,39.4,3.3,0.0,RB
22025,44.7,15.6,0.0,RE
22035,6.600000000000001,10.4,0.0,LB
22036,36.7,17.3,0.0,RE
22037,39.9,3.8,0.0,RB
22038,29.4,3.6,0.0,P
22042,43.1,33.9,0.0,RW
22043,10.2,0.2,0.0,LB
22044,19.8,24.2,1.0,TK
22046,37.5,23.0,1.0,RE
22047,36.8,22.7,1.0,RE
22048,15.1,24.5,1.0,LE
22049,38.6,20.7,1.0,RE
22051,11.9,21.2,1.0,LE
22052,12.4,21.4,1.0,LE
22053,15.1,23.3,1.0,LE
22056,37.1,21.7,1.0,RE
22057,33.9,24.3,1.0,RE
22058,37.0,8.9,0.0,RB
22060,32.5,24.5,0.0,TK
22064,35.3,14.6,1.0,RE
22066,30.2,13.5,1.0,P
22068,17.1,24.2,0.0,LE
22069,11.5,15.6,0.0,LE
22071,18.8,3.5,1.0,LB
22072,37.6,10.9,0.0,RB
22074,27.6,14.1,0.0,P
22075,21.1,6.1,1.0,P
22077,12.7,16.0,0.0,LE
22081,1.3000000000000007,4.5,0.0,LC
22083,17.1,14.8,0.0,LE
22084,14.8,13.5,1.0,LB
22085,30.2,2.2,0.0,P
22087,7.300000000000001,19.4,1.0,LW
22091,10.1,22.2,0.0,LW
22092,44.7,16.9,0.0,RW
22093,30.6,15.3,1.0,P
22094,17.1,20.7,0.0,LE
22095,35.3,2.6,1.0,RB
22096,14.2,18.3,1.0,LE
22098,12.7,37.0,0.0,LW
22099,16.8,19.1,1.0,LE
22100,40.4,19.4,0.0,RE
22101,40.8,8.9,1.0,RB
22102,35.2,1.0,0.0,RB
22103,33.9,6.3,1.0,RB
22104,26.3,25.3,0.0,TK
22106,14.5,6.3,0.0,LB
22107,34.8,16.9,1.0,RE
22111,7.899999999999999,16.9,0.0,LE
22112,27.6,16.8,0.0,P
22113,37.8,39.6,0.0,RW
22114,40.9,8.2,0.0,RB
22116,24.2,13.0,1.0,P
22117,20.6,25.2,0.0,TK
22119,44.2,13.7,0.0,RB
22120,9.9,13.3,1.0,LB
22121,19.1,19.1,0.0,TK
22123,17.8,24.0,0.0,TK
22124,36.5,22.0,0.0,RE
22125,34.7,15.5,0.0,RE
22127,25.0,14.1,0.0,P
22128,37.8,3.0,1.0,RB
22129,36.0,14.1,0.0,RE
22130,45.0,24.8,0.0,RW
22132,30.9,12.3,0.0,P
22136,26.8,14.1,1.0,P
22137,32.7,15.0,0.0,RE
22140,44.0,11.4,1.0,RB
22142,4.100000000000001,1.2,1.0,LB
22148,30.7,8.1,1.0,P
22150,31.4,1.5,0.0,RB
22152,41.4,5.6,0.0,RB
22153,31.4,15.0,0.0,RE
22154,26.8,39.6,0.0,T
22159,42.6,17.8,0.0,RE
22160,41.4,6.1,0.0,RB
22161,10.4,10.9,1.0,LB
22163,44.4,15.0,1.0,RE
22166,25.3,20.4,1.0,TK
22167,38.0,13.5,1.0,RB
22169,14.5,0.2,0.0,LB
22171,38.8,0.3,1.0,RB
22172,13.7,12.8,0.0,LB
22173,38.5,12.7,0.0,RB
22174,25.8,4.8,0.0,P
22175,22.7,13.3,1.0,P
22178,8.7,5.9,0.0,LB
22180,27.1,6.4,0.0,P
22182,4.100000000000001,14.8,0.0,LE
22183,19.8,9.9,0.0,P
22184,11.0,14.0,0.0,LB
22185,16.8,13.5,0.0,LB
22186,12.5,8.6,0.0,LB
22187,24.4,25.2,1.0,TK
22190,32.2,11.4,0.0,RB
22191,35.8,13.7,1.0,RB
22192,24.7,18.9,1.0,P
22195,32.2,13.5,0.0,RB
22196,41.1,18.9,1.0,RE
22197,44.7,2.8,1.0,RB
22199,31.7,12.7,0.0,RB
22200,17.5,14.1,1.0,LE
22201,40.8,0.8,1.0,RB
22203,9.9,20.9,1.0,LE
22204,23.0,6.1,0.0,P
22205,7.800000000000001,7.1,1.0,LB
22206,29.4,16.9,0.0,P
22207,42.6,1.7,0.0,RB
22209,38.0,7.4,0.0,RB
22210,24.7,5.9,0.0,P
22211,15.0,4.1,1.0,LB
22212,13.0,2.0,0.0,LB
22213,29.7,9.4,0.0,P
22215,22.1,3.8,0.0,P
22217,36.3,3.5,0.0,RB
22219,36.7,8.7,0.0,RB
22223,35.3,18.9,0.0,RE
22227,12.7,10.5,1.0,LB
22228,39.6,1.3,0.0,RB
22231,41.4,0.5,0.0,RB
22234,42.9,20.1,1.0,RW
22238,10.9,1.2,1.0,LB
22242,33.9,24.3,0.0,RE
22245,25.3,15.0,0.0,P
22246,33.9,26.1,0.0,RW
22250,38.3,14.1,0.0,RE
22251,13.0,18.9,1.0,LE
22252,42.6,0.2,0.0,RB
22253,27.1,4.6,0.0,P
22257,26.8,11.5,0.0,P
22259,28.1,14.1,1.0,P
22260,25.1,20.1,0.0,TK
22261,36.2,16.9,0.0,RE
22262,17.8,6.1,0.0,LB
22263,27.1,8.2,0.0,P
22265,35.2,1.3,0.0,RB
22268,16.5,13.8,0.0,LB
22271,17.6,6.6,0.0,LB
22272,16.1,16.1,0.0,LE
22277,44.0,2.6,1.0,RB
22278,42.7,6.3,0.0,RB
22280,37.8,4.8,0.0,RB
22281,13.5,12.2,0.0,LB
22283,23.9,22.7,1.0,TK
22284,9.7,10.9,0.0,LB
22286,40.9,14.3,1.0,RE
22289,17.5,16.8,1.0,LE
22290,39.1,18.7,0.0,RE
22292,44.5,9.1,1.0,RB
22293,25.3,2.0,0.0,P
22294,24.8,13.7,0.0,P
22295,38.5,2.0,0.0,RB
22296,10.7,0.3,0.0,LB
22299,32.7,0.8,1.0,RB
22301,21.2,3.6,0.0,P
22302,18.8,14.0,0.0,LB
22305,34.5,2.8,1.0,RB
22307,20.6,15.3,0.0,P
22310,26.8,4.5,0.0,P
22314,36.0,14.8,0.0,RE
22318,22.9,8.6,0.0,P
22319,12.4,15.5,0.0,LE
22321,26.0,13.2,0.0,P
22322,31.2,14.8,0.0,RE
22323,27.9,13.3,0.0,P
22325,39.8,10.7,0.0,RB
22329,24.0,12.5,1.0,P
22330,22.2,2.2,0.0,P
22331,25.8,5.3,0.0,P
22333,22.2,4.0,0.0,P
22334,41.6,18.1,1.0,RE
22335,11.2,1.3,0.0,LB
22338,37.8,8.6,0.0,RB
22339,24.5,8.9,1.0,P
22340,26.5,13.5,0.0,P
22343,26.3,13.7,0.0,P
22344,25.8,19.6,0.0,TK
22345,33.4,4.8,1.0,RB
22348,20.4,3.5,1.0,P
22352,28.4,2.2,0.0,P
22354,45.2,19.2,0.0,RW
22355,37.6,12.5,1.0,RB
22357,41.7,4.3,0.0,RB
22358,32.1,6.8,0.0,RB
22361,36.5,13.8,0.0,RB
22363,34.4,3.1,1.0,RB
22365,24.8,6.8,1.0,P
22367,21.6,5.3,1.0,P
22368,33.0,24.3,1.0,RE
22372,36.0,11.7,1.0,RB
22375,24.0,16.8,1.0,P
22376,30.9,3.6,0.0,P
22377,16.6,20.7,0.0,LE
22378,15.1,20.7,1.0,LE
22381,24.4,17.9,0.0,P
22382,34.2,22.5,0.0,RE
22387,34.2,18.9,1.0,RE
22389,12.2,16.0,0.0,LE
22392,8.399999999999999,7.7,0.0,LB
22396,45.5,15.0,1.0,RE
22398,37.8,10.5,1.0,RB
22401,18.4,6.6,1.0,LB
22405,13.7,13.5,1.0,LB
22407,42.9,12.7,1.0,RB
22411,31.2,10.0,0.0,RB
22413,26.1,5.6,0.0,P
22414,25.0,8.1,1.0,P
22415,35.5,22.2,0.0,RE
22417,37.3,24.3,0.0,RW
22422,32.1,0.8,0.0,RB
22423,27.9,13.3,0.0,P
22427,25.8,9.9,0.0,P
22428,10.4,7.9,1.0,LB
22430,23.0,7.1,1.0,P
22431,9.7,1.3,0.0,LB
22432,30.2,6.6,1.0,P
22433,7.600000000000001,39.6,0.0,LW
22434,23.5,7.9,0.0,P
22435,41.6,13.5,0.0,RB
22438,23.9,6.3,0.0,P
22439,25.8,6.3,1.0,P
22440,9.7,5.9,0.0,LB
22442,7.899999999999999,19.2,0.0,LE
22443,2.5,6.1,1.0,LC
22445,12.7,4.3,1.0,LB
22446,20.1,16.6,0.0,P
22447,22.1,6.9,1.0,P
22449,24.8,21.9,0.0,TK
22450,10.4,8.2,0.0,LB
22451,19.6,10.4,0.0,P
22455,7.899999999999999,3.6,0.0,LB
22458,41.3,9.9,0.0,RB
22459,12.5,11.0,1.0,LB
22460,12.0,9.7,0.0,LB
22461,23.0,15.3,0.0,P
22462,12.7,10.4,1.0,LB
22463,35.3,4.6,0.0,RB
22464,14.2,14.0,0.0,LB
22469,16.8,20.7,0.0,LE
22470,23.0,20.9,0.0,TK
22472,22.7,18.1,1.0,P
22474,9.4,4.5,1.0,LB
22477,33.2,13.7,1.0,RB
22478,41.9,10.0,0.0,RB
22482,34.8,9.4,0.0,RB
22484,19.1,12.2,1.0,P
22485,8.399999999999999,18.7,1.0,LE
22486,33.9,12.7,1.0,RB
22487,42.6,19.4,0.0,RW
